Date,Close
2023-09-25,6000.0
2023-09-26,5925.0
2023-09-27,6000.0
2023-09-29,6025.0
2023-10-02,6050.0
2023-10-03,6075.0
2023-10-04,6125.0
2023-10-05,6125.0
2023-10-06,6025.0
2023-10-09,5900.0
2023-10-10,6000.0
2023-10-11,6050.0
2023-10-12,6075.0
2023-10-13,6075.0
2023-10-16,6025.0
2023-10-17,6000.0
2023-10-18,5850.0
2023-10-19,5725.0
2023-10-20,5750.0
2023-10-23,5675.0
2023-10-24,5750.0
2023-10-25,5850.0
2023-10-26,5700.0
2023-10-27,5700.0
2023-10-30,5725.0
2023-10-31,5675.0
2023-11-01,5650.0
2023-11-02,5900.0
2023-11-03,5825.0
2023-11-06,5925.0
2023-11-07,5875.0
2023-11-08,5850.0
2023-11-09,5875.0
2023-11-10,5775.0
2023-11-13,5825.0
2023-11-14,5825.0
2023-11-15,5925.0
2023-11-16,5925.0
2023-11-17,5900.0
2023-11-20,5875.0
2023-11-21,5875.0
2023-11-22,5875.0
2023-11-23,5900.0
2023-11-24,5875.0
2023-11-27,5900.0
2023-11-28,5900.0
2023-11-29,5850.0
2023-11-30,5850.0
2023-12-01,5900.0
2023-12-04,6000.0
2023-12-05,5975.0
2023-12-06,5800.0
2023-12-07,5750.0
2023-12-08,5700.0
2023-12-11,5775.0
2023-12-12,5800.0
2023-12-13,5725.0
2023-12-14,5950.0
2023-12-15,5900.0
2023-12-18,5925.0
2023-12-19,5975.0
2023-12-20,5925.0
2023-12-21,5975.0
2023-12-22,5975.0
2023-12-27,6000.0
2023-12-28,6125.0
2023-12-29,6050.0
2024-01-02,6125.0
2024-01-03,6100.0
2024-01-04,6350.0
2024-01-05,6425.0
2024-01-08,6400.0
2024-01-09,6375.0
2024-01-10,6425.0
2024-01-11,6450.0
2024-01-12,6575.0
2024-01-15,6500.0
2024-01-16,6525.0
2024-01-17,6525.0
2024-01-18,6525.0
2024-01-19,6525.0
2024-01-22,6500.0
2024-01-23,6500.0
2024-01-24,6400.0
2024-01-25,6275.0
2024-01-26,6300.0
2024-01-29,6475.0
2024-01-30,6650.0
2024-01-31,6650.0
2024-02-01,6550.0
2024-02-02,6675.0
2024-02-05,6825.0
2024-02-06,6850.0
2024-02-07,6950.0
2024-02-12,7100.0
2024-02-13,7025.0
2024-02-15,7200.0
2024-02-16,7200.0
2024-02-19,7150.0
2024-02-20,7150.0
2024-02-21,7250.0
2024-02-22,7100.0
2024-02-23,7050.0
2024-02-26,7050.0
2024-02-27,7075.0
2024-02-28,7125.0
2024-02-29,7000.0
2024-03-01,7025.0
2024-03-04,7025.0
2024-03-05,7025.0
2024-03-06,7075.0
2024-03-07,7100.0
2024-03-08,7125.0
2024-03-13,7275.0
2024-03-14,7400.0
2024-03-15,7400.0
2024-03-18,7175.0
2024-03-19,7275.0
2024-03-20,7050.0
2024-03-21,7050.0
2024-03-22,7050.0
2024-03-25,7250.0
2024-03-26,7175.0
2024-03-27,7175.0
2024-03-28,7250.0
2024-04-01,6900.0
2024-04-02,6900.0
2024-04-03,6775.0
2024-04-04,6875.0
2024-04-05,6825.0
2024-04-16,6625.0
2024-04-17,6625.0
2024-04-18,6800.0
2024-04-19,6725.0
2024-04-22,6725.0
2024-04-23,6825.0
2024-04-24,7050.0
2024-04-25,6950.0
2024-04-26,6750.0
2024-04-29,6925.0
2024-04-30,6900.0
2024-05-02,6325.0
2024-05-03,6150.0
2024-05-06,6275.0
2024-05-07,6275.0
2024-05-08,6275.0
2024-05-13,6200.0
2024-05-14,6200.0
2024-05-15,6375.0
2024-05-16,6350.0
2024-05-17,6575.0
2024-05-20,6325.0
2024-05-21,6025.0
2024-05-22,6050.0
2024-05-27,5825.0
2024-05-28,5950.0
2024-05-29,5800.0
2024-05-30,5875.0
2024-05-31,5900.0
2024-06-03,6100.0
2024-06-04,6150.0
2024-06-05,6000.0
2024-06-06,6175.0
2024-06-07,6275.0
2024-06-10,6275.0
2024-06-11,6125.0
2024-06-12,5925.0
2024-06-13,5875.0
2024-06-14,5750.0
2024-06-19,5750.0
2024-06-20,5950.0
2024-06-21,6125.0
2024-06-24,6000.0
2024-06-25,5925.0
2024-06-26,5850.0
2024-06-27,6000.0
2024-06-28,6150.0
2024-07-01,6250.0
2024-07-02,6200.0
2024-07-03,6225.0
2024-07-04,6250.0
2024-07-05,6425.0
2024-07-08,6225.0
2024-07-09,6375.0
2024-07-10,6375.0
2024-07-11,6400.0
2024-07-12,6425.0
2024-07-15,6350.0
2024-07-16,6350.0
2024-07-17,6450.0
2024-07-18,6550.0
2024-07-19,6525.0
2024-07-22,6700.0
2024-07-23,6625.0
2024-07-24,6475.0
2024-07-25,6575.0
2024-07-26,6550.0
2024-07-29,6475.0
2024-07-30,6475.0
2024-07-31,6400.0
2024-08-01,6750.0
2024-08-02,6800.0
2024-08-05,6575.0
2024-08-06,6625.0
2024-08-07,6775.0
2024-08-08,6800.0
2024-08-09,6850.0
2024-08-12,6900.0
2024-08-13,7000.0
2024-08-14,7075.0
2024-08-15,7025.0
2024-08-16,7075.0
2024-08-19,7150.0
2024-08-20,7200.0
2024-08-21,7250.0
2024-08-22,7050.0
2024-08-23,7050.0
2024-08-26,7050.0
2024-08-27,7025.0
2024-08-28,7225.0
2024-08-29,7100.0
2024-08-30,7125.0
2024-09-02,7200.0
2024-09-03,7075.0
2024-09-04,7175.0
2024-09-05,7175.0
2024-09-06,7250.0
2024-09-09,7250.0
2024-09-10,7250.0
2024-09-11,7375.0
2024-09-12,7300.0
2024-09-13,7275.0
2024-09-17,7425.0
2024-09-18,7400.0
2024-09-19,7400.0
2024-09-20,7300.0
2024-09-23,7450.0
2024-09-24,7425.0
2024-09-25,7200.0
2024-09-26,7175.0
2024-09-27,7050.0
2024-09-30,6925.0
2024-10-01,7050.0
2024-10-02,6975.0
2024-10-03,7050.0
2024-10-04,6950.0
2024-10-07,6875.0
2024-10-08,7075.0
2024-10-09,6950.0
2024-10-10,6950.0
2024-10-11,6950.0
2024-10-14,6925.0
2024-10-15,7050.0
2024-10-16,7000.0
2024-10-17,7225.0
2024-10-18,7175.0
2024-10-21,7200.0
2024-10-22,7075.0
2024-10-23,7075.0
2024-10-24,6975.0
2024-10-25,7050.0
2024-10-28,6825.0
2024-10-29,6825.0
2024-10-30,6750.0
2024-10-31,6700.0
2024-11-01,6650.0
2024-11-04,6750.0
2024-11-05,6925.0
2024-11-06,6550.0
2024-11-07,6425.0
2024-11-08,6325.0
2024-11-11,6350.0
2024-11-12,6375.0
2024-11-13,6425.0
2024-11-14,6375.0
2024-11-15,6350.0
2024-11-18,6325.0
2024-11-19,6250.0
2024-11-20,6225.0
2024-11-21,6150.0
2024-11-22,6250.0
2024-11-25,6575.0
2024-11-26,6400.0
2024-11-28,6450.0
2024-11-29,6150.0
2024-12-02,6000.0
2024-12-03,6275.0
2024-12-04,6375.0
2024-12-05,6150.0
2024-12-06,6225.0
2024-12-09,6375.0
2024-12-10,6300.0
2024-12-11,6300.0
2024-12-12,6125.0
2024-12-13,6025.0
2024-12-16,6075.0
2024-12-17,5950.0
2024-12-18,5825.0
2024-12-19,5675.0
